ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
000002.SH,20170323,3401.819,3398.7495,3415.8127,3374.0905,3398.1106,3.7084,0.001091,191826737.0,257416332.6
000002.SH,20170322,3398.1106,3399.1279,3409.1715,3381.2382,3415.2831,-17.1725,-0.005028,189334454.0,244269360.9
000002.SH,20170321,3415.2831,3403.3838,3415.9203,3399.6431,3403.9736,11.3095,0.003322,162484428.0,218940677.8
000002.SH,20170320,3403.9736,3393.7871,3404.3065,3380.1816,3389.9542,14.0194,0.004136,170323237.0,213778979.6
000002.SH,20170317,3389.9542,3426.087,3428.5144,3384.5289,3423.0096,-33.0554,-0.009657,200163463.0,261867607.1
000002.SH,20170316,3423.0096,3400.2357,3423.8855,3400.2357,3394.5853,28.4243,0.008373,189031861.0,244224717.2
000002.SH,20170315,3394.5853,3387.8735,3396.6226,3379.8547,3392.0013,2.584,0.0007620000000000001,143734296.0,185520061.7
000002.SH,20170314,3392.0013,3387.7042,3399.3325,3383.8064,3389.5606,2.4407,0.0007199999999999999,146563932.0,191308372.2
000002.SH,20170313,3389.5606,3360.6197,3389.6593,3343.5411,3364.0978,25.4628,0.007569,163440986.0,206741176.7
000002.SH,20170310,3364.0978,3365.154,3374.1574,3359.5745,3368.3167,-4.2189,-0.001253,136482089.0,173516417.5
000002.SH,20170309,3368.3167,3386.0997,3386.283,3356.28,3393.4082,-25.0915,-0.0073939999999999995,167121327.0,199036096.0
000002.SH,20170308,3393.4082,3393.2382,3398.268,3382.8438,3395.2003,-1.7921,-0.000528,160462415.0,198041507.7
000002.SH,20170307,3395.2003,3385.399,3395.4612,3378.8438,3386.2131,8.9872,0.002654,163819879.0,209750115.6
000002.SH,20170306,3386.2131,3368.8999,3387.0437,3366.5065,3369.9259,16.2872,0.0048330000000000005,155789067.0,193556647.0
000002.SH,20170303,3369.9259,3370.8453,3372.8996,3357.6515,3382.2064,-12.2805,-0.0036309999999999997,156765370.0,192479613.8
000002.SH,20170302,3382.2064,3403.6517,3410.271,3380.769,3399.8917,-17.6853,-0.005202,180889418.0,222819467.8
000002.SH,20170301,3399.8917,3392.7498,3413.5798,3390.4447,3394.4977,5.394,0.0015890000000000001,190178205.0,225583503.5
000002.SH,20170228,3394.4977,3377.9933,3395.4943,3377.9933,3380.8228,13.6749,0.004045,150918267.0,185785034.9
000002.SH,20170227,3380.8228,3402.3372,3404.9167,3376.0173,3406.7944,-25.9716,-0.007623,182178005.0,211104652.5
000002.SH,20170224,3406.7944,3399.8539,3407.3453,3385.8609,3404.5934,2.201,0.0006460000000000001,185922577.0,213480981.4
000002.SH,20170223,3404.5934,3412.4313,3417.9484,3388.843,3414.936,-10.3426,-0.003029,208719535.0,236490660.6
000002.SH,20170222,3414.936,3405.9837,3415.1117,3396.7114,3406.6516,8.2844,0.002432,206969494.0,234463055.4
000002.SH,20170221,3406.6516,3395.0279,3407.7442,3392.5751,3392.6495,14.0021,0.0041270000000000005,211124979.0,233131974.4
000002.SH,20170220,3392.6495,3349.6944,3394.2245,3349.6944,3352.964,39.6855,0.011836,231570742.0,249858367.4
000002.SH,20170217,3352.964,3379.8631,3391.0679,3350.1832,3381.871,-28.907,-0.008548,225852517.0,248316873.0
000002.SH,20170216,3381.871,3361.6388,3382.5587,3358.9383,3364.4018,17.4692,0.005192,216510901.0,226281999.8
000002.SH,20170215,3364.4018,3367.0118,3388.5217,3357.656,3369.5996,-5.1978,-0.0015429999999999999,240992958.0,257597275.4
000002.SH,20170214,3369.5996,3367.7058,3371.1495,3356.3352,3368.4629,1.1367,0.000337,188451083.0,204026103.4
000002.SH,20170213,3368.4629,3349.7934,3371.1586,3349.7934,3347.3887,21.0742,0.006296,219816991.0,235897747.1
000002.SH,20170210,3347.3887,3333.0394,3356.1444,3332.8254,3333.2273,14.1614,0.004249,238904594.0,245490339.1
000002.SH,20170209,3333.2273,3313.8534,3337.0987,3311.6361,3316.268,16.9593,0.005114,191324059.0,209530188.6
000002.SH,20170208,3316.268,3296.4542,3316.7495,3279.6291,3301.7047,14.5633,0.004411,144674654.0,170697991.3
000002.SH,20170207,3301.7047,3303.0909,3308.47,3288.0114,3305.8006,-4.0959,-0.0012389999999999999,128159813.0,152424126.9
000002.SH,20170206,3305.8006,3291.262,3307.7605,3283.1742,3288.1652,17.6354,0.005363,126977836.0,149926068.2
000002.SH,20170203,3288.1652,3309.012,3311.7458,3283.8137,3308.0616,-19.8964,-0.006015,91943777.0,107843494.0
000002.SH,20170126,3308.0616,3297.6057,3312.1868,3297.3031,3297.9565,10.1051,0.003064,113600979.0,124838160.1
000002.SH,20170125,3297.9565,3285.473,3299.9908,3280.7918,3290.6231,7.3334,0.002229,111961072.0,126687620.0
000002.SH,20170124,3290.6231,3282.271,3297.9635,3278.708,3284.5738,6.0493,0.001842,125751354.0,134402413.3
000002.SH,20170123,3284.5738,3272.7278,3294.0904,3272.7278,3270.3261,14.2477,0.004357,132424590.0,147994788.6
000002.SH,20170120,3270.3261,3241.7164,3272.9487,3241.0787,3247.4766,22.8495,0.007036,122151123.0,141313399.6
000002.SH,20170119,3247.4766,3251.3349,3262.6907,3239.8265,3259.7727,-12.2961,-0.0037719999999999997,123666716.0,139145010.9
000002.SH,20170118,3259.7727,3251.1199,3271.0027,3244.6499,3255.329,4.4437,0.0013650000000000001,131553043.0,144404041.8
000002.SH,20170117,3255.329,3232.552,3255.4676,3217.1344,3249.7705,5.5585,0.0017100000000000001,135824996.0,154530751.3
000002.SH,20170116,3249.7705,3250.5949,3251.5773,3187.7807,3259.2692,-9.4987,-0.002914,257206864.0,262363604.3
000002.SH,20170113,3259.2692,3262.6677,3277.8495,3248.1339,3266.0368,-6.7676,-0.002072,156008923.0,174254404.6
000002.SH,20170112,3266.0368,3281.0613,3292.9853,3262.5643,3284.3727,-18.3359,-0.005583,148665609.0,161765954.6
000002.SH,20170111,3284.3727,3305.2588,3316.1468,3283.8587,3310.4924,-26.1197,-0.007890000000000001,178073785.0,189004069.4
000002.SH,20170110,3310.4924,3316.6783,3324.0308,3305.9338,3320.5318,-10.0394,-0.003023,179470342.0,194774870.2
000002.SH,20170109,3320.5318,3296.705,3322.536,3295.8757,3302.7915,17.7403,0.005371,171439665.0,191933735.3
000002.SH,20170106,3302.7915,3312.681,3321.3628,3301.4101,3314.3875,-11.596,-0.003499,183388601.0,207071411.8
000002.SH,20170105,3314.3875,3306.5149,3317.6321,3302.7018,3307.45,6.9375,0.002098,174397041.0,199465090.8
000002.SH,20170104,3307.45,3281.2111,3308.8288,3277.3533,3283.4502,23.9998,0.0073089999999999995,167462549.0,195646965.8
000002.SH,20170103,3283.4502,3251.3466,3284.016,3251.3466,3249.5921,33.8581,0.010419000000000001,141263392.0,159678601.0
000002.SH,20161230,3249.5921,3242.9853,3255.0369,3235.2711,3241.6659,7.9262,0.002445,133051115.0,151577191.8
000002.SH,20161229,3241.6659,3241.4205,3258.1503,3232.4864,3248.144,-6.4781,-0.001994,132427256.0,149780516.4
000002.SH,20161228,3248.144,3260.1696,3265.4505,3240.0567,3261.1126,-12.9686,-0.003977,135509202.0,154175576.2
000002.SH,20161227,3261.1126,3264.0044,3275.0193,3260.1489,3269.442,-8.3294,-0.0025480000000000004,141311472.0,162037068.3
000002.SH,20161226,3269.442,3241.13,3269.7718,3212.5913,3256.4102,13.0318,0.004002,152320328.0,170386032.4
000002.SH,20161223,3256.4102,3282.3553,3286.0214,3249.6941,3287.2208,-30.8106,-0.009373,165874616.0,189047452.5
000002.SH,20161222,3287.2208,3279.5046,3291.0132,3273.9405,3285.0374,2.1834,0.000665,167463385.0,185712120.4
000002.SH,20161221,3285.0374,3253.3613,3288.0099,3253.3613,3248.7843,36.2531,0.011158999999999999,186463122.0,204059425.8
000002.SH,20161220,3248.7843,3262.3875,3263.56,3229.7976,3264.6737,-15.8894,-0.004867,157148070.0,171409592.0
000002.SH,20161219,3264.6737,3267.3276,3272.1723,3256.2203,3269.7467,-5.073,-0.0015509999999999999,153742399.0,174182852.6
000002.SH,20161216,3269.747,3257.737,3275.951,3252.308,3264.218,5.529,0.001694,164544733.0,189529810.033
000002.SH,20161215,3264.218,3272.731,3286.42,3246.62,3288.254,-24.036,-0.00731,189582779.0,212577713.065
000002.SH,20161214,3288.254,3297.57,3319.202,3283.901,3303.517,-15.263,-0.00462,200890070.0,218891257.116
000002.SH,20161213,3303.517,3286.725,3311.348,3265.407,3301.411,2.106,0.000638,184769937.0,202914317.441
000002.SH,20161212,3301.411,3385.977,3397.982,3298.176,3385.151,-83.74,-0.024737,274104765.0,293852962.406
000002.SH,20161209,3385.151,3360.383,3397.656,3357.979,3366.705,18.446,0.005479,203762857.0,226199432.104
000002.SH,20161208,3366.705,3377.395,3380.086,3362.627,3373.922,-7.217,-0.0021390000000000003,170444454.0,197614035.268
000002.SH,20161207,3373.922,3349.017,3374.118,3339.568,3350.252,23.67,0.007065,168816560.0,189265985.206
000002.SH,20161206,3350.252,3352.811,3366.71,3346.976,3355.631,-5.379,-0.001603,157272844.0,176961656.048
000002.SH,20161205,3355.631,3354.635,3371.136,3345.298,3396.708,-41.077,-0.012093,222722411.0,238387829.1
000002.SH,20161202,3396.708,3424.288,3434.355,3387.7,3427.644,-30.936,-0.009025,259307958.0,281353528.053
000002.SH,20161201,3427.644,3410.561,3434.317,3409.724,3403.219,24.425,0.007177,237558274.0,261403057.681
000002.SH,20161130,3403.219,3426.415,3431.812,3392.178,3437.749,-34.53,-0.010043999999999999,243181979.0,262538986.19
000002.SH,20161129,3437.749,3423.184,3456.921,3417.074,3431.349,6.4,0.001865,320347500.0,347792979.243
000002.SH,20161128,3431.349,3424.06,3443.255,3421.552,3415.538,15.811,0.0046289999999999994,281239733.0,300227177.154
000002.SH,20161125,3415.538,3393.813,3416.069,3360.649,3394.316,21.222,0.006252,233517397.0,258828666.872
000002.SH,20161124,3394.316,3389.765,3411.219,3385.011,3393.661,0.655,0.000193,232009450.0,266999068.887
000002.SH,20161123,3393.661,3400.765,3416.443,3383.638,3401.188,-7.527,-0.002213,249592182.0,277687321.419
000002.SH,20161122,3401.188,3372.496,3402.579,3372.496,3369.525,31.663,0.009396999999999999,261166148.0,292149187.511
000002.SH,20161121,3369.525,3338.41,3381.697,3338.195,3342.99,26.535,0.007937999999999999,230232681.0,262883645.709
000002.SH,20161118,3342.99,3357.985,3363.463,3337.366,3359.298,-16.308,-0.004855,209373909.0,235031801.49
000002.SH,20161117,3359.298,3348.823,3362.023,3337.006,3355.707,3.591,0.00107,213733043.0,226454824.981
000002.SH,20161116,3355.707,3359.365,3361.878,3345.587,3357.767,-2.06,-0.0006140000000000001,221204947.0,244455238.945
000002.SH,20161115,3357.767,3360.921,3365.458,3345.226,3361.348,-3.581,-0.001065,240323912.0,266627267.37
000002.SH,20161114,3361.348,3337.574,3372.969,3336.622,3346.305,15.043,0.004495,328973929.0,346521792.429
000002.SH,20161111,3346.305,3318.418,3353.344,3314.921,3320.402,25.903,0.007801,310164681.0,343251798.984
000002.SH,20161110,3320.402,3296.656,3321.473,3296.656,3275.47,44.932,0.013718,243631131.0,285586417.67
000002.SH,20161109,3275.47,3294.021,3294.93,3242.514,3295.919,-20.449,-0.0062039999999999994,240674710.0,276916008.187
000002.SH,20161108,3295.919,3288.648,3305.337,3282.333,3280.655,15.264,0.004653,190470640.0,221331538.279
000002.SH,20161107,3280.655,3271.796,3286.811,3263.638,3272.243,8.412,0.002571,179095571.0,210385112.322
000002.SH,20161104,3272.243,3273.338,3289.045,3266.188,3276.06,-3.817,-0.001165,197338171.0,238816415.655
000002.SH,20161103,3276.06,3242.292,3288.621,3239.51,3248.568,27.492,0.008463,222490277.0,265502325.21
000002.SH,20161102,3248.568,3262.197,3265.612,3245.515,3269.24,-20.672,-0.006323,182392828.0,221408524.211
000002.SH,20161101,3269.24,3247.484,3269.428,3242.622,3246.251,22.989,0.007082000000000001,159901687.0,195617560.933
000002.SH,20161031,3246.251,3242.728,3248.142,3225.904,3250.156,-3.905,-0.001201,151166303.0,178193614.959
000002.SH,20161028,3250.156,3257.877,3275.667,3246.969,3258.559,-8.403,-0.002579,181415866.0,212360933.647
000002.SH,20161027,3258.559,3258.837,3261.105,3246.038,3262.725,-4.166,-0.0012770000000000001,157636762.0,181968104.307
000002.SH,20161026,3262.725,3276.909,3276.909,3256.511,3279.102,-16.377,-0.004994,191276124.0,215485047.399
000002.SH,20161025,3279.102,3274.956,3279.726,3267.686,3275.265,3.837,0.001172,202847135.0,220435534.078
000002.SH,20161024,3275.265,3237.436,3284.488,3236.028,3236.311,38.954,0.012036999999999999,239882191.0,249916269.906
000002.SH,20161021,3236.311,3226.142,3247.642,3213.543,3229.367,6.944,0.00215,186823266.0,201601748.5
000002.SH,20161020,3229.367,3229.88,3234.885,3220.818,3229.681,-0.314,-9.7e-05,160314901.0,177444916.245
000002.SH,20161019,3229.681,3230.697,3241.638,3221.331,3228.732,0.949,0.000294,181734871.0,197018354.339
000002.SH,20161018,3228.732,3180.182,3229.061,3180.182,3184.153,44.579,0.013999999999999999,181026978.0,195367431.473
000002.SH,20161017,3184.153,3208.086,3212.408,3176.412,3207.159,-23.006,-0.0071730000000000006,162008634.0,179444327.002
000002.SH,20161014,3207.159,3199.963,3208.195,3185.529,3204.531,2.628,0.00082,155046684.0,163569928.978
000002.SH,20161013,3204.531,3201.044,3208.37,3195.411,3201.592,2.939,0.0009180000000000001,154335722.0,166071359.347
000002.SH,20161012,3201.592,3200.337,3203.701,3191.513,3208.668,-7.076,-0.002205,142128096.0,159752315.217
000002.SH,20161011,3208.668,3194.37,3209.562,3190.584,3190.722,17.946,0.0056240000000000005,166762535.0,183456581.69
000002.SH,20161010,3190.722,3161.689,3190.818,3155.551,3145.167,45.555,0.014483999999999999,159514929.0,175160134.391
000002.SH,20160930,3145.167,3134.223,3149.902,3132.973,3138.658,6.509,0.002074,100978012.0,112553352.513
000002.SH,20160929,3138.658,3132.098,3149.928,3131.825,3127.588,11.07,0.003539,112792068.0,122450268.609
000002.SH,20160928,3127.588,3141.131,3141.131,3123.877,3138.475,-10.887,-0.003469,104284448.0,116202368.325
000002.SH,20160927,3138.475,3113.754,3138.535,3108.016,3119.874,18.601,0.005961999999999999,121384096.0,133150718.995
000002.SH,20160926,3119.874,3169.948,3169.948,3119.543,3175.877,-56.003,-0.017634,143852012.0,161933662.807
000002.SH,20160923,3175.877,3187.269,3189.382,3174.73,3184.666,-8.789,-0.0027600000000000003,125114103.0,147050515.841
000002.SH,20160922,3184.666,3180.622,3197.375,3177.066,3167.445,17.221,0.005437,138961238.0,158781686.522
000002.SH,20160921,3167.445,3162.941,3174.355,3158.709,3164.439,3.006,0.00095,115493441.0,133967808.868
000002.SH,20160920,3164.439,3168.81,3169.489,3156.965,3167.632,-3.193,-0.001008,118739945.0,139529245.043
000002.SH,20160919,3167.632,3145.902,3168.254,3145.902,3143.277,24.355,0.0077480000000000005,119018227.0,133006899.932
000002.SH,20160914,3143.277,3149.652,3159.137,3135.501,3164.996,-21.719,-0.006862,133142043.0,147952584.255
000002.SH,20160913,3164.996,3166.636,3171.525,3149.505,3163.43,1.566,0.000495,135178559.0,152634072.755
000002.SH,20160912,3163.43,3179.656,3183.28,3140.262,3223.024,-59.594,-0.01849,205407209.0,221415906.732
000002.SH,20160909,3223.024,3240.414,3247.09,3222.353,3240.969,-17.945,-0.005536999999999999,160360382.0,181814184.084
000002.SH,20160908,3240.969,3234.692,3241.842,3228.327,3236.773,4.196,0.0012959999999999998,145629674.0,165769087.04
000002.SH,20160907,3236.773,3236.152,3251.193,3232.519,3235.509,1.264,0.000391,186574883.0,206897166.7
000002.SH,20160906,3235.509,3214.925,3240.574,3196.18,3216.023,19.486,0.006059,172620136.0,192840428.562
000002.SH,20160905,3216.023,3214.561,3230.049,3208.901,3211.045,4.978,0.00155,144766819.0,161098124.339
000002.SH,20160902,3211.045,3200.694,3216.458,3193.347,3206.791,4.254,0.001327,150262091.0,170453684.802
000002.SH,20160901,3206.791,3228.446,3233.427,3206.346,3230.051,-23.26,-0.007201,154959716.0,176928906.366
000002.SH,20160831,3230.051,3216.867,3232.367,3206.88,3218.71,11.341,0.003523,141102551.0,168790641.09
000002.SH,20160830,3218.71,3215.311,3227.433,3209.57,3213.822,4.888,0.0015210000000000002,140216715.0,163721915.918
000002.SH,20160829,3213.822,3212.199,3218.98,3202.035,3214.14,-0.318,-9.900000000000001e-05,144270133.0,166239265.131
000002.SH,20160826,3214.14,3213.693,3232.338,3207.407,3212.09,2.05,0.000638,149393892.0,176125660.772
000002.SH,20160825,3212.09,3217.451,3217.451,3183.977,3230.507,-18.417,-0.005701,173662182.0,200607874.067
000002.SH,20160824,3230.507,3236.942,3242.305,3223.862,3234.512,-4.005,-0.001238,145413116.0,168170146.568
000002.SH,20160823,3234.512,3225.952,3246.449,3217.538,3229.344,5.168,0.0016,161115125.0,179005172.533
000002.SH,20160822,3229.344,3253.018,3258.639,3228.075,3253.772,-24.428,-0.007508,185047157.0,207409382.458
000002.SH,20160819,3253.772,3245.664,3259.278,3227.197,3249.575,4.197,0.0012920000000000002,194097232.0,211875701.514
000002.SH,20160818,3249.575,3253.434,3272.137,3238.244,3255.327,-5.752,-0.001767,228915614.0,256654795.481
000002.SH,20160817,3255.327,3252.643,3260.261,3235.105,3255.832,-0.505,-0.000155,213516759.0,243183169.378
000002.SH,20160816,3255.832,3277.416,3287.774,3247.481,3271.808,-15.976,-0.004883,277788850.0,308154784.715
000002.SH,20160815,3271.808,3199.85,3284.697,3197.081,3193.735,78.073,0.024446,296909988.0,327457619.947
000002.SH,20160812,3193.735,3140.862,3194.14,3139.565,3143.342,50.393,0.016032,167963572.0,179157599.118
000002.SH,20160811,3143.342,3154.857,3180.461,3141.795,3160.188,-16.846,-0.005331,161656469.0,179716039.259
000002.SH,20160810,3160.188,3165.125,3175.325,3158.453,3167.455,-7.267,-0.002294,164434779.0,184366964.532
000002.SH,20160809,3167.455,3141.885,3167.693,3139.122,3145.006,22.449,0.007138,169719665.0,187544897.777
000002.SH,20160808,3145.006,3111.806,3145.466,3097.564,3116.083,28.923,0.009282,155383837.0,171844484.443
000002.SH,20160805,3116.083,3118.282,3131.817,3110.7,3122.112,-6.029,-0.001931,141642274.0,161646628.239
000002.SH,20160804,3122.112,3115.831,3122.561,3097.501,3117.987,4.125,0.001323,133691069.0,153139356.306
000002.SH,20160803,3117.987,3102.031,3120.828,3095.285,3110.509,7.478,0.002404,140742098.0,158821593.541
000002.SH,20160802,3110.509,3088.276,3110.509,3084.667,3091.751,18.758,0.006067,115138538.0,129061916.67
000002.SH,20160801,3091.751,3111.138,3112.137,3069.305,3118.903,-27.152,-0.008706,146891178.0,162020656.894
000002.SH,20160729,3118.903,3132.65,3140.559,3112.154,3134.534,-15.631,-0.004987,149598014.0,169866293.583
000002.SH,20160728,3134.534,3119.987,3144.033,3107.145,3132.089,2.445,0.000781,189766288.0,217117945.627
000002.SH,20160727,3132.089,3193.184,3200.583,3076.743,3192.993,-60.904,-0.019074,279151723.0,316077580.045
000002.SH,20160726,3192.993,3155.079,3193.461,3154.832,3156.975,36.018,0.011409,156353189.0,185211050.859
000002.SH,20160725,3156.975,3148.843,3168.811,3143.808,3153.797,3.178,0.001008,143946178.0,175209068.273
000002.SH,20160722,3153.797,3180.325,3181.521,3148.163,3181.257,-27.46,-0.008631999999999999,161747779.0,197304139.256
000002.SH,20160721,3181.257,3169.33,3196.304,3169.081,3169.641,11.616,0.003665,163411574.0,199987336.926
000002.SH,20160720,3169.641,3176.801,3185.477,3164.097,3178.787,-9.146,-0.0028770000000000002,137994953.0,171269041.608
000002.SH,20160719,3178.787,3182.607,3186.149,3155.385,3186.107,-7.32,-0.002297,155085344.0,187021166.287
000002.SH,20160718,3186.107,3190.349,3201.575,3173.582,3197.325,-11.218,-0.003509,177201520.0,206471580.434
000002.SH,20160715,3197.325,3199.831,3206.115,3187.074,3197.067,0.258,8.099999999999999e-05,172479192.0,202587871.433
000002.SH,20160714,3197.067,3198.006,3200.198,3178.687,3204.027,-6.96,-0.002172,179888225.0,208697778.581
000002.SH,20160713,3204.027,3192.323,3212.819,3190.924,3192.185,11.842,0.0037099999999999998,253300733.0,279079573.205
000002.SH,20160712,3192.185,3132.513,3192.501,3124.051,3135.028,57.157,0.018231999999999998,258979035.0,288267488.273
000002.SH,20160711,3135.028,3133.796,3164.412,3130.821,3127.855,7.173,0.002293,223931453.0,271584907.66
000002.SH,20160708,3127.855,3140.668,3141.96,3123.433,3158.019,-30.164,-0.009552,168723533.0,209459964.248
000002.SH,20160707,3158.019,3150.083,3165.641,3134.724,3158.43,-0.411,-0.00013,222259629.0,269828830.522
000002.SH,20160706,3158.43,3138.712,3158.811,3124.359,3147.002,11.428,0.0036309999999999997,211987678.0,246187995.81
000002.SH,20160705,3147.002,3131.635,3151.078,3130.453,3128.325,18.677,0.00597,234774852.0,270123602.903
000002.SH,20160704,3128.325,3060.915,3132.414,3059.048,3069.502,58.823,0.019164,221443375.0,252726260.457
000002.SH,20160701,3069.502,3068.799,3082.619,3062.515,3066.497,3.005,0.00098,140967159.0,172774237.51
000002.SH,20160630,3066.497,3068.461,3075.453,3058.849,3068.581,-2.084,-0.000679,154189953.0,187251543.957
000002.SH,20160629,3068.581,3054.898,3071.104,3051.223,3048.619,19.962,0.006548000000000001,192801461.0,223084526.955
000002.SH,20160628,3048.619,3019.763,3049.698,3013.256,3030.976,17.643,0.005821,173414914.0,210732687.654
000002.SH,20160627,3030.976,2973.183,3031.001,2972.892,2987.579,43.397,0.014525999999999999,156267600.0,189502034.783
000002.SH,20160624,2987.579,3018.46,3035.024,2938.613,3027.083,-39.504,-0.013049999999999999,190285608.0,214464893.191
000002.SH,20160623,3027.083,3038.055,3039.829,3013.153,3041.364,-14.281,-0.0046960000000000005,135798007.0,163410501.131
000002.SH,20160622,3041.364,3006.971,3041.814,3003.599,3013.081,28.283,0.009387,130249637.0,156087516.98
000002.SH,20160621,3013.081,3033.859,3055.75,3003.243,3023.837,-10.756,-0.0035570000000000003,163985923.0,197890206.686
000002.SH,20160620,3023.837,3022.55,3026.827,2997.856,3019.896,3.941,0.001305,136326324.0,163536364.604
000002.SH,20160617,3019.896,3007.205,3035.789,3006.325,3006.998,12.898,0.004289,171122906.0,195165198.85
000002.SH,20160616,3006.998,3012.746,3022.639,2999.214,3022.006,-15.008,-0.004966,173657279.0,201779463.831
000002.SH,20160615,3022.006,2946.034,3029.406,2943.016,2974.844,47.162,0.015854,166299210.0,196895811.139
000002.SH,20160614,2974.844,2955.989,2976.13,2953.689,2965.257,9.587,0.0032329999999999998,119481075.0,138284097.34
000002.SH,20160613,2965.257,3032.393,3047.031,2964.663,3063.754,-98.497,-0.032149000000000004,168731664.0,198086229.225
000002.SH,20160608,3063.754,3069.246,3075.129,3044.084,3073.108,-9.354,-0.003044,142743360.0,177075042.939
000002.SH,20160607,3073.108,3073.357,3075.611,3059.952,3071.065,2.043,0.000665,132813922.0,163441496.009
000002.SH,20160606,3071.065,3078.288,3083.448,3058.667,3075.869,-4.804,-0.001562,141704740.0,172186364.964
000002.SH,20160603,3075.869,3066.571,3083.045,3051.247,3061.774,14.095,0.004604,171688713.0,211020059.519
000002.SH,20160602,3061.774,3047.109,3062.233,3042.195,3049.506,12.268,0.004023,159415672.0,184822442.475
000002.SH,20160601,3049.506,3053.338,3065.835,3045.321,3052.775,-3.269,-0.001071,187966079.0,219513198.571
000002.SH,20160531,3052.775,2954.449,3053.332,2954.449,2954.317,98.458,0.033327,214220174.0,235570886.082
000002.SH,20160530,2954.317,2946.055,2963.205,2925.111,2952.777,1.54,0.000522,106105970.0,115419104.274
000002.SH,20160527,2952.777,2949.577,2965.096,2941.02,2954.275,-1.498,-0.0005070000000000001,109599732.0,123658747.491
000002.SH,20160526,2954.275,2944.896,2959.101,2910.602,2946.499,7.776,0.0026390000000000003,114375501.0,126818004.031
000002.SH,20160525,2946.499,2967.4242,2975.9004,2938.8214,2953.419,-6.92,-0.002343,103248318.0,117552811.4
000002.SH,20160524,2953.419,2972.225,2972.239,2938.228,2976.406,-22.987,-0.007723,111281750.0,120944401.001
000002.SH,20160523,2976.406,2958.29,2981.023,2958.231,2957.436,18.97,0.0064139999999999996,120171457.0,139690015.141
000002.SH,20160520,2957.436,2923.239,2957.917,2915.096,2937.951,19.485,0.006632,108283034.0,123392226.769
000002.SH,20160519,2937.951,2932.859,2961.223,2932.056,2938.319,-0.368,-0.000125,111148666.0,123717668.028
000002.SH,20160518,2938.319,2959.619,2959.7,2910.936,2976.01,-37.691,-0.012665,139859085.0,148779572.082
000002.SH,20160517,2976.01,2983.593,2993.462,2964.26,2983.535,-7.525,-0.002522,123135573.0,139814630.006
000002.SH,20160516,2983.535,2947.802,2983.915,2935.449,2958.656,24.879,0.008409,114380971.0,126629447.401
000002.SH,20160513,2958.656,2960.016,2982.68,2945.021,2967.786,-9.13,-0.0030759999999999997,114033627.0,123476600.076
000002.SH,20160512,2967.786,2942.758,2971.373,2910.5,2968.933,-1.147,-0.000386,135865579.0,140504330.802
000002.SH,20160511,2968.933,2975.602,2990.065,2949.576,2964.099,4.834,0.0016309999999999999,135310856.0,145651295.682
000002.SH,20160510,2964.099,2953.274,2977.359,2951.019,2963.543,0.556,0.00018800000000000002,120445489.0,128253263.166
000002.SH,20160509,2963.543,3030.66,3030.66,2952.745,3048.577,-85.034,-0.027892999999999998,179694694.0,188182879.197
000002.SH,20160506,3048.577,3137.857,3143.282,3048.353,3137.263,-88.686,-0.028269000000000002,206196225.0,233585475.358
000002.SH,20160505,3137.263,3125.887,3138.602,3115.612,3130.356,6.907,0.002206,144513526.0,162869159.583
000002.SH,20160504,3130.356,3121.685,3144.136,3116.765,3131.787,-1.431,-0.000457,165039445.0,188718441.735
000002.SH,20160503,3131.787,3077.039,3132.722,3065.94,3074.873,56.914,0.018509,168207947.0,195405050.461
000002.SH,20160429,3074.873,3071.778,3087.738,3066.532,3082.507,-7.634,-0.002477,109079072.0,128311115.418
000002.SH,20160428,3082.507,3093.153,3097.113,3051.91,3090.977,-8.47,-0.0027400000000000002,138280261.0,154280789.702
000002.SH,20160427,3090.977,3105.177,3114.42,3086.52,3102.559,-11.582,-0.003733,130531828.0,150026104.172
000002.SH,20160426,3102.559,3081.612,3103.321,3070.343,3083.668,18.891,0.006126,117413678.0,134064627.21
000002.SH,20160425,3083.668,3087.111,3091.46,3052.588,3096.845,-13.177,-0.004255,125499363.0,140349329.031
000002.SH,20160422,3096.845,3069.366,3097.862,3062.808,3090.217,6.628,0.0021449999999999998,136869953.0,148533976.021
000002.SH,20160421,3090.217,3091.723,3129.816,3080.272,3110.865,-20.648,-0.006637,188782405.0,206026980.787
000002.SH,20160420,3110.865,3192.312,3197.881,3040.005,3184.38,-73.515,-0.023086000000000002,282063133.0,310331890.1
000002.SH,20160419,3184.38,3188.905,3196.61,3165.571,3174.759,9.621,0.0030299999999999997,156082228.0,180620664.24
000002.SH,20160418,3174.759,3200.713,3200.713,3163.544,3221.338,-46.579,-0.014459999999999999,182805200.0,208230123.931
000002.SH,20160415,3221.338,3228.604,3233.761,3209.544,3225.793,-4.455,-0.001381,189178839.0,223803013.485
000002.SH,20160414,3225.793,3223.431,3230.345,3199.193,3209.318,16.475,0.0051329999999999995,207700095.0,234646793.488
000002.SH,20160413,3209.318,3182.848,3241.333,3182.848,3164.253,45.065,0.014242,309042958.0,330694796.382
000002.SH,20160412,3164.253,3172.302,3178.079,3140.863,3175.087,-10.834,-0.003412,182270458.0,206724956.697
000002.SH,20160411,3175.087,3146.757,3190.823,3146.757,3123.705,51.382,0.016449000000000002,219413035.0,251829632.805
